year,location_abbr,locationdesc,class,topic,question,response,break_out,breakout_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,data_value_footnote_symbol,data_value_footnote,datasource,class_id,topic_id,locationid,breakout_id,breakout_category_id,questionid,responseid,geolocation
2004,46060,"Tucson, AZ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,434,58.5,54.2,62.9,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,46060,BO1,CAT1,DRNKANY3,RESP046,POINT (-111.7830177 32.1282374)
2004,46140,"Tulsa, OK Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,677,45.5,42.5,48.4,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,46140,BO1,CAT1,DRNKANY3,RESP046,POINT (-96.1638829 36.2487223)
2004,46140,"Tulsa, OK Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,921,54.5,51.5,57.4,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,46140,BO1,CAT1,DRNKANY3,RESP054,POINT (-96.1638829 36.2487223)
2004,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,530,42.0,38.2,45.7,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47260,BO1,CAT1,DRNKANY3,RESP054,POINT (-76.3705911 36.9178673)
2004,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,631,58.0,54.2,61.7,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47260,BO1,CAT1,DRNKANY3,RESP046,POINT (-76.3705911 36.9178673)
2004,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,354,33.0,29.7,36.4,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47644,BO1,CAT1,DRNKANY3,RESP054,POINT (-83.3842103 42.6604518)
2004,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,644,66.8,63.5,70.2,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47644,BO1,CAT1,DRNKANY3,RESP046,POINT (-83.3842103 42.6604518)
2004,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,3008,58.3,55.0,61.7,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47894,BO1,CAT1,DRNKANY3,RESP046,POINT (-77.3983961 38.7286193)
2004,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,1756,41.5,38.2,44.9,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47894,BO1,CAT1,DRNKANY3,RESP054,POINT (-77.3983961 38.7286193)
2004,48300,"Wenatchee, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,262,52.3,47.3,57.4,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48300,BO1,CAT1,DRNKANY3,RESP046,POINT (-120.2683822 47.8198205)
2004,48300,"Wenatchee, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,255,47.5,42.5,52.6,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48300,BO1,CAT1,DRNKANY3,RESP054,POINT (-120.2683822 47.8198205)
2004,48620,"Wichita, KS Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,731,47.6,44.7,50.6,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48620,BO1,CAT1,DRNKANY3,RESP046,POINT (-97.2460377 37.6385839)
2004,48620,"Wichita, KS Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,896,52.2,49.3,55.2,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48620,BO1,CAT1,DRNKANY3,RESP054,POINT (-97.2460377 37.6385839)
2004,48864,"Wilmington, DE-MD-NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,978,60.5,57.6,63.5,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48864,BO1,CAT1,DRNKANY3,RESP046,POINT (-75.6592147 39.5724235)
2004,48864,"Wilmington, DE-MD-NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,652,39.3,36.4,42.3,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48864,BO1,CAT1,DRNKANY3,RESP054,POINT (-75.6592147 39.5724235)
2004,48900,"Wilmington, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,312,52.7,48.0,57.5,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48900,BO1,CAT1,DRNKANY3,RESP046,POINT (-78.0401305 34.2498096)
2004,48900,"Wilmington, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,285,47.1,42.4,51.9,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48900,BO1,CAT1,DRNKANY3,RESP054,POINT (-78.0401305 34.2498096)
2004,49180,"Winston-Salem, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,231,41.2,36.5,46.0,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49180,BO1,CAT1,DRNKANY3,RESP046,POINT (-80.3978037 36.1900335)
2004,49180,"Winston-Salem, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,358,58.6,53.9,63.4,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49180,BO1,CAT1,DRNKANY3,RESP054,POINT (-80.3978037 36.1900335)
2004,49340,"Worcester, MA-CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,478,37.0,33.0,40.9,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49340,BO1,CAT1,DRNKANY3,RESP054,POINT (-71.940282 42.3116933)
2004,49340,"Worcester, MA-CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,779,63.0,59.0,66.9,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49340,BO1,CAT1,DRNKANY3,RESP046,POINT (-71.940282 42.3116933)
2004,49420,"Yakima, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,311,47.0,42.7,51.4,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49420,BO1,CAT1,DRNKANY3,RESP046,POINT (-120.7401446 46.4565581)
2004,49420,"Yakima, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,384,52.8,48.5,57.2,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49420,BO1,CAT1,DRNKANY3,RESP054,POINT (-120.7401446 46.4565581)
2004,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,460,58.0,50.6,65.5,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49660,BO1,CAT1,DRNKANY3,RESP046,POINT (-80.5618679 41.2363016)
2004,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,543,41.8,34.4,49.3,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49660,BO1,CAT1,DRNKANY3,RESP054,POINT (-80.5618679 41.2363016)
2004,49740,"Yuma, AZ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,234,43.0,37.8,48.3,23,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49740,BO1,CAT1,DRNKANY3,RESP054,POINT (-113.910905 32.7739424)
2004,49740,"Yuma, AZ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,264,56.8,51.6,62.1,22,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49740,BO1,CAT1,DRNKANY3,RESP046,POINT (-113.910905 32.7739424)
2005,10740,"Albuquerque, NM Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,825,54.8,51.6,57.9,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,10740,BO1,CAT1,DRNKANY4,RESP046,POINT (-106.4565348 35.1166033)
2005,10740,"Albuquerque, NM Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,699,45.2,42.0,48.3,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,10740,BO1,CAT1,DRNKANY4,RESP054,POINT (-106.4565348 35.1166033)
2005,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,428,40.1,35.0,45.1,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,10900,BO1,CAT1,DRNKANY4,RESP054,POINT (-75.3996085 40.7895415)
2005,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,543,59.9,54.8,64.9,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,10900,BO1,CAT1,DRNKANY4,RESP046,POINT (-75.3996085 40.7895415)
2005,11260,"Anchorage, AK Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,383,63.3,58.7,67.8,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11260,BO1,CAT1,DRNKANY4,RESP046,POINT (-149.6610199 62.2190042)
2005,11260,"Anchorage, AK Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,218,36.7,32.1,41.2,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11260,BO1,CAT1,DRNKANY4,RESP054,POINT (-149.6610199 62.2190042)
2005,11620,"Ardmore, OK Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,194,41.9,35.6,48.1,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11620,BO1,CAT1,DRNKANY4,RESP046,POINT (-97.2603978 34.1234686)
2005,11620,"Ardmore, OK Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,376,58.1,51.8,64.3,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11620,BO1,CAT1,DRNKANY4,RESP054,POINT (-97.2603978 34.1234686)
2005,11700,"Asheville, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,295,43.4,38.8,47.9,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11700,BO1,CAT1,DRNKANY4,RESP046,POINT (-82.681613 35.595669)
2005,11700,"Asheville, NC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,401,56.6,52.0,61.1,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,11700,BO1,CAT1,DRNKANY4,RESP054,POINT (-82.681613 35.595669)
2005,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,908,46.5,43.3,49.6,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12060,BO1,CAT1,DRNKANY4,RESP054,POINT (-84.4389425 33.6952909)
2005,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,953,53.5,50.3,56.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12060,BO1,CAT1,DRNKANY4,RESP046,POINT (-84.4389425 33.6952909)
2005,12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,359,61.7,56.8,66.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12100,BO1,CAT1,DRNKANY4,RESP046,POINT (-74.6337584 39.469354)
2005,12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,251,38.3,33.4,43.2,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12100,BO1,CAT1,DRNKANY4,RESP054,POINT (-74.6337584 39.469354)
2005,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,386,51.7,47.1,56.2,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12260,BO1,CAT1,DRNKANY4,RESP054,POINT (-81.9561567 33.4372201)
2005,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,343,48.3,43.7,52.8,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12260,BO1,CAT1,DRNKANY4,RESP046,POINT (-81.9561567 33.4372201)
2005,12420,"Austin-Round Rock, TX Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,319,62.5,57.2,67.7,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12420,BO1,CAT1,DRNKANY4,RESP046,POINT (-97.6912697 30.2395128)
2005,12420,"Austin-Round Rock, TX Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,218,37.5,32.2,42.7,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12420,BO1,CAT1,DRNKANY4,RESP054,POINT (-97.6912697 30.2395128)
2005,12580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1976,59.2,57.0,61.3,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12580,BO1,CAT1,DRNKANY4,RESP046,POINT (-76.5495009 39.304361)
2005,12580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,1350,40.8,38.6,42.9,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12580,BO1,CAT1,DRNKANY4,RESP054,POINT (-76.5495009 39.304361)
2005,12740,"Barre, VT Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,264,35.5,31.3,39.6,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12740,BO1,CAT1,DRNKANY4,RESP054,POINT (-72.6094749 44.2749532)
2005,12740,"Barre, VT Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,415,64.5,60.3,68.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12740,BO1,CAT1,DRNKANY4,RESP046,POINT (-72.6094749 44.2749532)
2005,12780,"Bartlesville, OK Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,333,64.4,59.3,69.4,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12780,BO1,CAT1,DRNKANY4,RESP054,POINT (-95.9061545 36.7043803)
2005,12780,"Bartlesville, OK Micropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,173,35.6,30.5,40.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,12780,BO1,CAT1,DRNKANY4,RESP046,POINT (-95.9061545 36.7043803)
2005,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,682,36.6,33.6,39.5,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13644,BO1,CAT1,DRNKANY4,RESP054,POINT (-77.3162147 39.3321236)
2005,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1147,63.4,60.4,66.3,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13644,BO1,CAT1,DRNKANY4,RESP046,POINT (-77.3162147 39.3321236)
2005,13740,"Billings, MT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,271,58.3,52.6,63.9,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13740,BO1,CAT1,DRNKANY4,RESP046,POINT (-108.5978402 45.6427543)
2005,13740,"Billings, MT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,237,41.7,36.0,47.3,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13740,BO1,CAT1,DRNKANY4,RESP054,POINT (-108.5978402 45.6427543)
2005,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,304,40.7,36.3,45.0,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13820,BO1,CAT1,DRNKANY4,RESP046,POINT (-86.8143378 33.4623718)
2005,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,482,59.3,54.9,63.6,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13820,BO1,CAT1,DRNKANY4,RESP054,POINT (-86.8143378 33.4623718)
2005,13900,"Bismarck, ND Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,200,32.5,27.9,37.0,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13900,BO1,CAT1,DRNKANY4,RESP054,POINT (-100.9054499 46.8373553)
2005,13900,"Bismarck, ND Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,357,67.5,62.9,72.0,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,13900,BO1,CAT1,DRNKANY4,RESP046,POINT (-100.9054499 46.8373553)
2005,14260,"Boise City, ID Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,686,54.9,51.5,58.2,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14260,BO1,CAT1,DRNKANY4,RESP046,POINT (-116.1419089 43.0066485)
2005,14260,"Boise City, ID Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,647,45.1,41.7,48.4,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14260,BO1,CAT1,DRNKANY4,RESP054,POINT (-116.1419089 43.0066485)
2005,14484,"Boston-Quincy, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1247,66.2,63.4,68.9,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14484,BO1,CAT1,DRNKANY4,RESP046,POINT (-70.8754261 42.0625497)
2005,14484,"Boston-Quincy, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,703,33.8,31.0,36.5,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14484,BO1,CAT1,DRNKANY4,RESP054,POINT (-70.8754261 42.0625497)
2005,14740,"Bremerton-Silverdale, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,563,61.9,58.1,65.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14740,BO1,CAT1,DRNKANY4,RESP046,POINT (-122.64052 47.639111)
2005,14740,"Bremerton-Silverdale, WA Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,377,38.1,34.3,41.8,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14740,BO1,CAT1,DRNKANY4,RESP054,POINT (-122.64052 47.639111)
2005,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,497,28.4,25.4,31.3,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14860,BO1,CAT1,DRNKANY4,RESP054,POINT (-73.3667574 41.2281028)
2005,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1035,71.6,68.6,74.5,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,14860,BO1,CAT1,DRNKANY4,RESP046,POINT (-73.3667574 41.2281028)
2005,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,277,38.8,34.2,43.3,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15380,BO1,CAT1,DRNKANY4,RESP054,POINT (-78.7773351 43.0443711)
2005,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,386,61.2,56.6,65.7,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15380,BO1,CAT1,DRNKANY4,RESP046,POINT (-78.7773351 43.0443711)
2005,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1355,69.6,67.0,72.1,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15540,BO1,CAT1,DRNKANY4,RESP046,POINT (-73.0416959 44.6859702)
2005,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,659,30.4,27.8,32.9,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15540,BO1,CAT1,DRNKANY4,RESP054,POINT (-73.0416959 44.6859702)
2005,15764,"Cambridge-Newton-Framingham, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,1089,69.7,66.7,72.6,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15764,BO1,CAT1,DRNKANY4,RESP046,POINT (-71.396507 42.479477)
2005,15764,"Cambridge-Newton-Framingham, MA Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,586,30.3,27.3,33.2,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15764,BO1,CAT1,DRNKANY4,RESP054,POINT (-71.396507 42.479477)
2005,15804,"Camden, NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,995,58.1,54.9,61.2,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15804,BO1,CAT1,DRNKANY4,RESP046,POINT (-74.8232021 39.8097724)
2005,15804,"Camden, NJ Metropolitan Division",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,773,41.9,38.7,45.0,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,15804,BO1,CAT1,DRNKANY4,RESP054,POINT (-74.8232021 39.8097724)
2005,16220,"Casper, WY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,281,44.3,39.5,49.0,40,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16220,BO1,CAT1,DRNKANY4,RESP054,POINT (-106.7536979 42.9749724)
2005,16220,"Casper, WY Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,335,55.7,50.9,60.4,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16220,BO1,CAT1,DRNKANY4,RESP046,POINT (-106.7536979 42.9749724)
2005,16620,"Charleston, WV Metropolitan Statistical Area",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,182,31.7,27.3,36.0,39,%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,16620,BO1,CAT1,DRNKANY4,RESP046,POINT (-81.6599215 38.2894132)
